freq,nrg_bal,siec,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,FC_OTH_HH_E_WH,E7000,GWH,EA20	: 	: 	: 	: 	: 	: 	: 	: 	68201.507 	66502.415 	67090.792 	68122.737 
A,FC_OTH_HH_E_WH,E7000,GWH,EE	76.885 	73.503 	74.339 	70.880 	66.091 	65.673 	72.704 	73.731 	71.000 	78.660 	75.924 	84.702 
A,FC_OTH_HH_E_WH,E7000,GWH,EL	: 	: 	: 	1634.416 	: 	2963.900 	3179.600 	3076.663 	2711.103 	2587.631 	2500.527 	2776.949 
A,FC_OTH_HH_E_WH,E7000,GWH,ES	5651.759 	5683.722 	5607.623 	5306.809 	5280.671 	5232.801 	5201.360 	5331.678 	5601.499 	5450.270 	5468.418 	5462.817 
A,FC_OTH_HH_E_WH,E7000,GWH,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	84551.429 	82833.508 	83394.641 	84596.948 
A,FC_OTH_HH_E_WH,E7000,GWH,FI	: 	: 	: 	: 	: 	2558.000 	2561.000 	2530.000 	2490.000 	2477.000 	2472.000 	2458.000 
A,FC_OTH_HH_E_WH,E7000,GWH,FR	19087.336 	20769.805 	21859.283 	23343.977 	23200.303 	23673.880 	23323.969 	23422.957 	23647.340 	23341.216 	24589.589 	24123.527 
A,FC_OTH_HH_E_WH,E7000,GWH,GE	: 	: 	: 	: 	: 	: 	148.897 	156.750 	161.700 	164.900 	176.700 	185.567 
A,FC_OTH_HH_E_WH,E7000,GWH,HR	1315.599 	1266.654 	1251.841 	1223.544 	1205.421 	1194.346 	1200.050 	1213.128 	1194.192 	1195.001 	1170.161 	1269.810 
A,FC_OTH_HH_E_WH,E7000,GWH,HU	: 	: 	: 	: 	: 	3459.420 	3450.614 	3439.057 	3432.321 	3430.351 	3406.667 	3393.153 
A,FC_OTH_HH_E_WH,E7000,GWH,IE	: 	: 	: 	: 	: 	922.603 	921.665 	939.789 	958.673 	956.740 	1026.190 	1035.535 
A,FC_OTH_HH_E_WH,E7000,GWH,IT	: 	: 	: 	: 	: 	6642.801 	6486.004 	6345.137 	6190.684 	6106.427 	5712.491 	5345.150 
A,FC_OTH_HH_E_WH,E7000,GWH,LT	: 	: 	: 	: 	: 	: 	: 	147.600 	149.200 	136.900 	137.000 	228.500 
A,FC_OTH_HH_E_WH,E7000,GWH,LU	12.520 	13.308 	12.303 	15.303 	15.242 	21.918 	20.205 	19.280 	19.789 	21.297 	34.455 	44.124 
A,FC_OTH_HH_E_WH,E7000,GWH,LV	384.826 	351.864 	352.658 	354.048 	346.900 	349.282 	356.034 	328.924 	331.626 	327.156 	349.113 	358.835 
A,FC_OTH_HH_E_WH,E7000,GWH,MD	: 	: 	: 	: 	: 	: 	: 	142.806 	143.329 	145.861 	151.011 	159.303 
A,FC_OTH_HH_E_WH,E7000,GWH,MK	772.200 	745.500 	715.700 	721.000 	692.300 	718.900 	729.200 	705.451 	700.466 	520.400 	526.700 	543.858 
A,FC_OTH_HH_E_WH,E7000,GWH,MT	: 	: 	: 	: 	: 	197.050 	198.783 	208.586 	237.323 	253.426 	249.892 	252.988 
A,FC_OTH_HH_E_WH,E7000,GWH,NL	616.000 	633.000 	651.000 	668.000 	685.000 	702.000 	719.000 	736.000 	753.000 	770.000 	787.000 	804.000 
A,FC_OTH_HH_E_WH,E7000,GWH,NO	6121.000 	6199.000 	6278.000 	6361.000 	6439.000 	6518.000 	6582.000 	6604.000 	6642.000 	6553.723 	6600.000 	6567.132 
A,FC_OTH_HH_E_WH,E7000,GWH,PL	: 	: 	: 	: 	0.000 	2090.000 	2089.000 	2110.000 	2118.000 	2126.000 	2110.524 	2151.000 
A,FC_OTH_HH_E_WH,E7000,GWH,PT	188.786 	178.776 	167.674 	160.082 	154.895 	155.662 	168.649 	163.670 	171.769 	171.899 	177.528 	185.614 
A,FC_OTH_HH_E_WH,E7000,GWH,RO	: 	: 	: 	: 	: 	232.570 	232.035 	242.226 	245.749 	249.680 	261.900 	273.908 
A,FC_OTH_HH_E_WH,E7000,GWH,RS	4817.000 	4825.000 	4776.000 	4653.000 	4540.000 	4625.000 	4583.000 	4545.138 	4413.394 	4388.914 	4513.265 	4565.413 
A,FC_OTH_HH_E_WH,E7000,GWH,SE	: 	: 	: 	: 	: 	3634.000 	3983.000 	3703.000 	4023.000 	3998.000 	3858.000 	4179.000 
A,FC_OTH_HH_E_WH,E7000,GWH,SI	595.349 	599.199 	598.762 	601.948 	607.449 	610.627 	615.808 	620.881 	624.833 	626.685 	617.085 	623.936 
A,FC_OTH_HH_E_WH,E7000,GWH,SK	: 	: 	: 	: 	: 	724.040 	732.860 	709.630 	693.600 	717.800 	590.700 	271.400 
A,FC_OTH_HH_E_WH,E7000,GWH,UA	: 	: 	: 	: 	: 	: 	2945.860 	3640.190 	3722.763 	3633.499 	: 	: 
A,FC_OTH_HH_E_WH,E7000,GWH,UK	6930.833 	8206.989 	6655.641 	6096.980 	5337.614 	5020.869 	5185.871 	4536.683 	4678.104 	: 	: 	: 
A,FC_OTH_HH_E_WH,E7000,GWH,XK	: 	: 	: 	: 	: 	: 	: 	437.671 	450.008 	482.948 	531.356 	645.496 
A,FC_OTH_HH_E_WH,E7000,TJ,AL	2323.159 	2276.024 	2376.133 	3131.611 	2665.159 	2414.585 	2228.710 	2186.687 	2344.990 	2732.371 	3037.846 	3068.996 
A,FC_OTH_HH_E_WH,E7000,TJ,AT	11773.566 	11462.141 	11661.696 	11998.422 	11458.670 	11488.010 	11622.107 	11725.945 	11689.711 	11946.366 	11731.129 	13214.622 
A,FC_OTH_HH_E_WH,E7000,TJ,BA	: 	: 	: 	: 	6069.600 	6228.000 	6238.800 	6267.600 	6175.094 	6229.134 	6320.081 	6474.294 
A,FC_OTH_HH_E_WH,E7000,TJ,BE	: 	: 	: 	: 	: 	: 	12357.360 	12389.760 	12421.800 	12482.280 	11595.960 	11624.760 
A,FC_OTH_HH_E_WH,E7000,TJ,BG	9137.146 	9442.609 	9378.576 	9118.109 	9163.969 	9406.796 	9485.453 	9842.969 	9866.722 	9583.456 	10036.199 	10563.905 
A,FC_OTH_HH_E_WH,E7000,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	477.688 	389.887 	455.072 	457.988 
A,FC_OTH_HH_E_WH,E7000,TJ,CZ	: 	: 	: 	: 	: 	10537.200 	10632.416 	11117.880 	11755.346 	12047.969 	12136.129 	10947.143 
A,FC_OTH_HH_E_WH,E7000,TJ,DE	70906.680 	69829.920 	68554.800 	66213.414 	54616.172 	54601.157 	55565.161 	57030.505 	55891.955 	51804.972 	52295.630 	56771.291 
A,FC_OTH_HH_E_WH,E7000,TJ,DK	: 	: 	: 	: 	: 	1927.001 	1923.286 	1905.001 	1888.999 	1865.999 	1828.001 	1806.696 
A,FC_OTH_HH_E_WH,E7000,TJ,EA20	: 	: 	: 	: 	: 	: 	: 	: 	245525.424 	239408.694 	241526.853 	245241.851 
A,FC_OTH_HH_E_WH,E7000,TJ,EE	276.786 	264.611 	267.620 	255.168 	237.928 	236.423 	261.734 	265.432 	255.600 	283.176 	273.326 	304.927 
A,FC_OTH_HH_E_WH,E7000,TJ,EL	: 	: 	: 	5883.898 	: 	10670.040 	11446.560 	11075.987 	9759.971 	9315.472 	9001.897 	9997.016 
A,FC_OTH_HH_E_WH,E7000,TJ,ES	20346.333 	20461.400 	20187.442 	19104.511 	19010.416 	18838.083 	18724.895 	19194.039 	20165.395 	19620.972 	19686.305 	19666.141 
A,FC_OTH_HH_E_WH,E7000,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	304385.143 	298200.629 	300220.709 	304549.013 
A,FC_OTH_HH_E_WH,E7000,TJ,FI	: 	: 	: 	: 	: 	9208.800 	9219.600 	9108.000 	8964.000 	8917.200 	8899.200 	8848.800 
A,FC_OTH_HH_E_WH,E7000,TJ,FR	68714.409 	74771.297 	78693.417 	84038.318 	83521.091 	85225.968 	83966.287 	84322.644 	85130.424 	84028.379 	88522.520 	86844.696 
A,FC_OTH_HH_E_WH,E7000,TJ,GE	: 	: 	: 	: 	: 	: 	536.029 	564.300 	582.120 	593.640 	636.120 	668.042 
A,FC_OTH_HH_E_WH,E7000,TJ,HR	4736.156 	4559.954 	4506.629 	4404.758 	4339.515 	4299.645 	4320.181 	4367.261 	4299.091 	4302.002 	4212.578 	4571.315 
A,FC_OTH_HH_E_WH,E7000,TJ,HU	: 	: 	: 	: 	: 	12453.912 	12422.210 	12380.605 	12356.356 	12349.264 	12264.001 	12215.351 
A,FC_OTH_HH_E_WH,E7000,TJ,IE	: 	: 	: 	: 	: 	3321.371 	3317.994 	3383.240 	3451.223 	3444.264 	3694.284 	3727.926 
A,FC_OTH_HH_E_WH,E7000,TJ,IT	: 	: 	: 	: 	: 	23914.084 	23349.614 	22842.493 	22286.462 	21983.137 	20564.968 	19242.540 
A,FC_OTH_HH_E_WH,E7000,TJ,LT	: 	: 	: 	: 	: 	: 	: 	531.360 	537.120 	492.840 	493.200 	822.600 
A,FC_OTH_HH_E_WH,E7000,TJ,LU	45.072 	47.909 	44.291 	55.091 	54.871 	78.905 	72.738 	69.408 	71.240 	76.669 	124.038 	158.846 
A,FC_OTH_HH_E_WH,E7000,TJ,LV	1385.374 	1266.710 	1269.569 	1274.573 	1248.840 	1257.415 	1281.722 	1184.126 	1193.854 	1177.762 	1256.807 	1291.806 
A,FC_OTH_HH_E_WH,E7000,TJ,MD	: 	: 	: 	: 	: 	: 	: 	514.102 	515.984 	525.100 	543.640 	573.491 
A,FC_OTH_HH_E_WH,E7000,TJ,MK	2779.920 	2683.800 	2576.520 	2595.600 	2492.280 	2588.040 	2625.120 	2539.624 	2521.678 	1873.440 	1896.120 	1957.890 
A,FC_OTH_HH_E_WH,E7000,TJ,MT	: 	: 	: 	: 	: 	709.380 	715.619 	750.910 	854.363 	912.334 	899.611 	910.757 
A,FC_OTH_HH_E_WH,E7000,TJ,NL	2217.600 	2278.800 	2343.600 	2404.800 	2466.000 	2527.200 	2588.400 	2649.600 	2710.800 	2772.000 	2833.200 	2894.400 
A,FC_OTH_HH_E_WH,E7000,TJ,NO	22035.600 	22316.400 	22600.800 	22899.600 	23180.400 	23464.800 	23695.200 	23774.400 	23911.200 	23593.403 	23760.000 	23641.675 
A,FC_OTH_HH_E_WH,E7000,TJ,PL	: 	: 	: 	: 	0.000 	7524.000 	7520.400 	7596.000 	7624.800 	7653.600 	7597.886 	7743.600 
A,FC_OTH_HH_E_WH,E7000,TJ,PT	679.630 	643.594 	603.626 	576.295 	557.622 	560.383 	607.136 	589.212 	618.368 	618.836 	639.101 	668.210 
A,FC_OTH_HH_E_WH,E7000,TJ,RO	: 	: 	: 	: 	: 	837.252 	835.326 	872.014 	884.696 	898.848 	942.840 	986.067 
A,FC_OTH_HH_E_WH,E7000,TJ,RS	17341.200 	17370.000 	17193.600 	16750.800 	16344.000 	16650.000 	16498.800 	16362.497 	15888.218 	15800.090 	16247.754 	16435.487 
A,FC_OTH_HH_E_WH,E7000,TJ,SE	: 	: 	: 	: 	: 	13082.400 	14338.800 	13330.800 	14482.800 	14392.800 	13888.800 	15044.400 
A,FC_OTH_HH_E_WH,E7000,TJ,SI	2143.256 	2157.116 	2155.543 	2167.013 	2186.816 	2198.257 	2216.909 	2235.172 	2249.399 	2256.066 	2221.506 	2246.170 
A,FC_OTH_HH_E_WH,E7000,TJ,SK	: 	: 	: 	: 	: 	2606.544 	2638.296 	2554.668 	2496.960 	2584.080 	2126.520 	977.040 
A,FC_OTH_HH_E_WH,E7000,TJ,UA	: 	: 	: 	: 	: 	: 	10605.096 	13104.684 	13401.947 	13080.596 	: 	: 
A,FC_OTH_HH_E_WH,E7000,TJ,UK	24950.999 	29545.160 	23960.308 	21949.128 	19215.410 	18075.128 	18669.136 	16332.059 	16841.174 	: 	: 	: 
A,FC_OTH_HH_E_WH,E7000,TJ,XK	: 	: 	: 	: 	: 	: 	: 	1575.616 	1620.029 	1738.613 	1912.882 	2323.786 
A,FC_OTH_HH_E_WH,G3000,TJ,AT	7258.363 	7603.601 	7509.470 	7163.241 	7509.312 	7087.829 	7225.112 	7168.110 	6624.240 	6540.747 	6714.817 	7941.319 
A,FC_OTH_HH_E_WH,G3000,TJ,BA	: 	: 	: 	: 	220.500 	271.800 	282.600 	309.600 	294.756 	317.471 	332.613 	378.218 
A,FC_OTH_HH_E_WH,G3000,TJ,BE	: 	: 	: 	: 	: 	: 	19975.950 	19878.120 	19778.040 	19679.490 	20106.000 	20106.000 
A,FC_OTH_HH_E_WH,G3000,TJ,BG	223.020 	253.044 	241.596 	203.256 	204.336 	326.498 	367.839 	379.572 	450.295 	474.102 	526.883 	579.230 
A,FC_OTH_HH_E_WH,G3000,TJ,CZ	: 	: 	: 	: 	: 	18248.400 	19257.440 	18967.365 	18432.224 	17157.752 	16932.726 	18642.066 
A,FC_OTH_HH_E_WH,G3000,TJ,DE	157968.584 	174544.876 	176501.228 	169438.431 	153109.725 	152587.462 	169786.719 	179950.594 	192979.248 	198875.217 	193242.491 	223328.506 
A,FC_OTH_HH_E_WH,G3000,TJ,DK	: 	: 	: 	: 	: 	6441.000 	6451.664 	6465.000 	7040.142 	7050.038 	6526.094 	6494.506 
A,FC_OTH_HH_E_WH,G3000,TJ,EA20	: 	: 	: 	: 	: 	: 	: 	: 	535809.179 	531760.902 	530875.624 	562127.019 
A,FC_OTH_HH_E_WH,G3000,TJ,EE	296.169 	278.775 	298.489 	282.022 	281.674 	266.019 	312.172 	298.257 	297.000 	311.579 	303.243 	325.276 
A,FC_OTH_HH_E_WH,G3000,TJ,EL	: 	: 	: 	159.662 	: 	476.100 	858.240 	597.167 	1689.597 	468.503 	1230.269 	227.391 
A,FC_OTH_HH_E_WH,G3000,TJ,ES	76218.269 	61118.558 	62865.130 	57207.016 	55429.615 	59436.330 	59741.679 	59534.674 	65452.458 	61927.590 	62237.345 	65106.675 
A,FC_OTH_HH_E_WH,G3000,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	637440.637 	632809.429 	636578.628 	682294.671 
A,FC_OTH_HH_E_WH,G3000,TJ,FI	: 	: 	: 	: 	: 	235.800 	222.300 	220.500 	212.400 	211.500 	205.200 	205.200 
A,FC_OTH_HH_E_WH,G3000,TJ,FR	52395.082 	61981.847 	58122.958 	55187.677 	53302.726 	53092.911 	53780.323 	54746.755 	54214.017 	54679.402 	55608.794 	52983.135 
A,FC_OTH_HH_E_WH,G3000,TJ,GE	: 	: 	: 	: 	: 	: 	4985.100 	5107.626 	5144.076 	5947.182 	6923.340 	9113.871 
A,FC_OTH_HH_E_WH,G3000,TJ,HR	4671.897 	4283.815 	4195.127 	4070.154 	3757.334 	3593.875 	3375.023 	3734.853 	3637.899 	3328.664 	3394.948 	3628.681 
A,FC_OTH_HH_E_WH,G3000,TJ,HU	: 	: 	: 	: 	: 	12104.978 	12432.274 	12390.637 	12010.159 	12003.262 	13176.000 	13176.000 
A,FC_OTH_HH_E_WH,G3000,TJ,IE	: 	: 	: 	: 	: 	5963.303 	6047.917 	6375.897 	6595.284 	6610.739 	6592.871 	6651.412 
A,FC_OTH_HH_E_WH,G3000,TJ,IT	: 	: 	: 	: 	: 	102638.963 	103315.197 	106636.899 	107680.222 	102301.363 	103838.367 	102398.756 
A,FC_OTH_HH_E_WH,G3000,TJ,LT	: 	: 	: 	: 	: 	: 	: 	708.300 	745.200 	706.950 	758.970 	1251.990 
A,FC_OTH_HH_E_WH,G3000,TJ,LU	649.888 	610.108 	769.186 	618.701 	603.123 	818.353 	839.215 	1022.921 	903.920 	903.272 	944.316 	965.672 
A,FC_OTH_HH_E_WH,G3000,TJ,LV	983.279 	844.169 	843.999 	803.574 	800.687 	775.039 	840.432 	879.818 	941.727 	874.957 	865.782 	912.147 
A,FC_OTH_HH_E_WH,G3000,TJ,MD	: 	: 	: 	: 	: 	: 	: 	857.895 	983.026 	988.185 	1098.329 	1310.428 
A,FC_OTH_HH_E_WH,G3000,TJ,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,G3000,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,G3000,TJ,NL	60135.000 	59502.000 	60135.000 	60135.000 	60135.000 	60135.000 	60135.000 	60135.000 	60135.000 	60135.000 	60135.000 	60135.000 
A,FC_OTH_HH_E_WH,G3000,TJ,PL	: 	: 	: 	: 	0.000 	32968.800 	36918.900 	39502.800 	39502.810 	40360.427 	42511.545 	50530.489 
A,FC_OTH_HH_E_WH,G3000,TJ,PT	7799.337 	6728.961 	6724.475 	6383.570 	6733.446 	6857.361 	6360.020 	6540.005 	7123.133 	7414.136 	7654.116 	7479.738 
A,FC_OTH_HH_E_WH,G3000,TJ,RO	: 	: 	: 	: 	: 	21356.237 	21783.242 	23055.030 	23936.628 	23850.846 	25885.756 	30527.559 
A,FC_OTH_HH_E_WH,G3000,TJ,RS	398.700 	391.500 	358.200 	320.400 	262.800 	278.100 	308.700 	352.064 	357.889 	374.292 	444.434 	545.173 
A,FC_OTH_HH_E_WH,G3000,TJ,SE	: 	: 	: 	: 	: 	225.000 	238.500 	287.100 	259.200 	152.100 	144.000 	217.800 
A,FC_OTH_HH_E_WH,G3000,TJ,SI	831.580 	858.467 	904.730 	896.751 	841.527 	860.926 	929.309 	1004.459 	1044.024 	1060.864 	1017.506 	997.160 
A,FC_OTH_HH_E_WH,G3000,TJ,SK	: 	: 	: 	: 	: 	5310.594 	5398.506 	5886.009 	5755.770 	5730.930 	6025.590 	7482.960 
A,FC_OTH_HH_E_WH,G3000,TJ,UA	: 	: 	: 	: 	: 	: 	43157.160 	42240.625 	46213.250 	35728.088 	: 	: 
A,FC_OTH_HH_E_WH,G3000,TJ,UK	225019.875 	233941.360 	250037.907 	260211.474 	218274.403 	224781.874 	229322.833 	211272.973 	221203.219 	: 	: 	: 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,AT	8064.848 	8448.446 	8343.855 	7959.157 	8343.680 	7875.365 	8027.902 	7964.567 	7360.267 	7267.497 	7460.908 	8823.688 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,BA	: 	: 	: 	: 	245.000 	302.000 	314.000 	344.000 	327.507 	352.745 	369.570 	420.242 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,BE	: 	: 	: 	: 	: 	: 	22195.500 	22086.800 	21975.600 	21866.100 	22340.000 	22340.000 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,BG	247.800 	281.160 	268.440 	225.840 	227.040 	362.776 	408.710 	421.747 	500.328 	526.780 	585.425 	643.589 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,CZ	: 	: 	: 	: 	: 	20276.000 	21397.156 	21074.850 	20480.249 	19064.169 	18814.140 	20713.407 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,DE	175520.649 	193938.751 	196112.475 	188264.923 	170121.917 	169541.624 	188651.910 	199945.104 	214421.387 	220972.463 	214713.879 	248142.784 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,DK	: 	: 	: 	: 	: 	7156.667 	7168.516 	7183.333 	7822.380 	7833.375 	7251.216 	7216.118 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,EA20	: 	: 	: 	: 	: 	: 	: 	: 	595343.533 	590845.447 	589861.805 	624585.577 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,EE	329.077 	309.750 	331.654 	313.358 	312.971 	295.577 	346.858 	331.397 	330.000 	346.199 	336.937 	361.418 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,EL	: 	: 	: 	177.402 	: 	529.000 	953.600 	663.519 	1877.330 	520.559 	1366.965 	252.657 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,ES	84686.965 	67909.509 	69850.145 	63563.351 	61588.461 	66040.367 	66379.643 	66149.638 	72724.954 	68808.433 	69152.605 	72340.751 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	708267.375 	703121.588 	707309.587 	758105.189 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,FI	: 	: 	: 	: 	: 	262.000 	247.000 	245.000 	236.000 	235.000 	228.000 	228.000 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,FR	58216.758 	68868.719 	64581.064 	61319.641 	59225.251 	58992.124 	59755.915 	60829.728 	60237.797 	60754.891 	61787.549 	58870.150 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,GE	: 	: 	: 	: 	: 	: 	5539.000 	5675.140 	5715.640 	6607.980 	7692.600 	10126.523 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,HR	5190.996 	4759.794 	4661.252 	4522.394 	4174.815 	3993.194 	3750.025 	4149.837 	4042.110 	3698.516 	3772.165 	4031.868 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,HU	: 	: 	: 	: 	: 	13449.976 	13813.638 	13767.374 	13344.621 	13336.958 	14640.000 	14640.000 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,IE	: 	: 	: 	: 	: 	6625.892 	6719.908 	7084.330 	7328.093 	7345.265 	7325.412 	7390.458 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,IT	: 	: 	: 	: 	: 	114043.292 	114794.663 	118485.443 	119644.691 	113668.181 	115375.963 	113776.395 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,LT	: 	: 	: 	: 	: 	: 	: 	787.000 	828.000 	785.500 	843.300 	1391.100 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,LU	722.098 	677.898 	854.651 	687.445 	670.137 	909.281 	932.461 	1136.579 	1004.355 	1003.635 	1049.240 	1072.969 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,LV	1092.532 	937.965 	937.777 	892.860 	889.652 	861.154 	933.813 	977.576 	1046.363 	972.174 	961.980 	1013.497 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,MD	: 	: 	: 	: 	: 	: 	: 	953.217 	1092.251 	1097.983 	1220.365 	1456.031 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,MT	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,NL	66816.667 	66113.333 	66816.667 	66816.667 	66816.667 	66816.667 	66816.667 	66816.667 	66816.667 	66816.667 	66816.667 	66816.667 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,PL	: 	: 	: 	: 	0.000 	36632.000 	41021.000 	43892.000 	43892.011 	44844.919 	47235.050 	56144.988 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,PT	8665.930 	7476.623 	7471.639 	7092.855 	7481.607 	7619.290 	7066.689 	7266.672 	7914.592 	8237.929 	8504.573 	8310.820 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,RO	: 	: 	: 	: 	: 	23729.152 	24203.602 	25616.700 	26596.253 	26500.940 	28761.951 	33919.510 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,RS	443.000 	435.000 	398.000 	356.000 	292.000 	309.000 	343.000 	391.182 	397.654 	415.880 	493.815 	605.748 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,SE	: 	: 	: 	: 	: 	250.000 	265.000 	319.000 	288.000 	169.000 	160.000 	242.000 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,SI	923.978 	953.852 	1005.256 	996.390 	935.030 	956.584 	1032.565 	1116.066 	1160.027 	1178.738 	1130.562 	1107.956 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,SK	: 	: 	: 	: 	: 	5900.660 	5998.340 	6540.010 	6395.300 	6367.700 	6695.100 	8314.400 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,UA	: 	: 	: 	: 	: 	: 	47952.400 	46934.028 	51348.056 	39697.875 	: 	: 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,UK	250022.083 	259934.844 	277819.897 	289123.860 	242527.114 	249757.638 	254803.148 	234747.748 	245781.354 	: 	: 	: 
A,FC_OTH_HH_E_WH,G3200,THS_T,UA	: 	: 	: 	: 	: 	: 	2.415 	5.461 	7.685 	2.775 	: 	: 
A,FC_OTH_HH_E_WH,G3200,THS_T,UK	54.831 	51.601 	50.779 	55.599 	43.094 	40.095 	41.931 	39.698 	39.785 	: 	: 	: 
A,FC_OTH_HH_E_WH,G3200,TJ,UA	: 	: 	: 	: 	: 	: 	111.090 	251.206 	353.510 	127.650 	: 	: 
A,FC_OTH_HH_E_WH,G3200,TJ,UK	2500.936 	2358.341 	2319.680 	2539.070 	1965.077 	1827.856 	1910.042 	1807.909 	1812.347 	: 	: 	: 
A,FC_OTH_HH_E_WH,H8000,TJ,AT	3874.536 	3926.638 	4181.926 	4099.122 	4694.756 	4733.413 	4817.459 	4565.107 	4345.858 	4291.083 	4405.282 	5684.773 
A,FC_OTH_HH_E_WH,H8000,TJ,BA	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,BE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,BG	5829.000 	5565.000 	5569.000 	5457.000 	5759.000 	5382.000 	5452.248 	5263.743 	5287.128 	5192.451 	5145.590 	5031.211 
A,FC_OTH_HH_E_WH,H8000,TJ,CZ	: 	: 	: 	: 	: 	16106.000 	14534.967 	14385.892 	13965.576 	13242.520 	13286.401 	13520.994 
A,FC_OTH_HH_E_WH,H8000,TJ,DE	11868.263 	18899.905 	15124.664 	13860.876 	13899.057 	14282.905 	15061.434 	16140.501 	13854.982 	14967.870 	14577.673 	17330.659 
A,FC_OTH_HH_E_WH,H8000,TJ,DK	: 	: 	: 	: 	: 	24782.000 	25144.675 	25449.000 	25792.000 	26090.000 	26418.574 	26758.802 
A,FC_OTH_HH_E_WH,H8000,TJ,EA20	: 	: 	: 	: 	: 	: 	: 	: 	73320.784 	73908.698 	73775.163 	78393.238 
A,FC_OTH_HH_E_WH,H8000,TJ,EE	3082.126 	2867.209 	2929.585 	2844.977 	2571.595 	2443.345 	2687.906 	2742.047 	2779.000 	2816.156 	2696.758 	2758.516 
A,FC_OTH_HH_E_WH,H8000,TJ,EL	: 	: 	: 	0.000 	: 	: 	164.100 	93.567 	189.659 	135.732 	62.062 	33.511 
A,FC_OTH_HH_E_WH,H8000,TJ,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	197298.488 	197246.669 	196067.728 	210037.245 
A,FC_OTH_HH_E_WH,H8000,TJ,FI	: 	: 	: 	: 	: 	18814.000 	19084.000 	19540.000 	19768.000 	20038.000 	20248.000 	20408.000 
A,FC_OTH_HH_E_WH,H8000,TJ,FR	9852.844 	9753.362 	9774.079 	10299.042 	10266.622 	10940.805 	11053.149 	11270.797 	11838.372 	12431.529 	12595.894 	12742.376 
A,FC_OTH_HH_E_WH,H8000,TJ,GE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
